,Station Name,Air Temperature
29935,Foster Weather Station,19.78
29936,63rd Street Weather Station,19.8
29937,Oak Street Weather Station,19.6
29938,Foster Weather Station,18.56
29939,63rd Street Weather Station,15.2
29940,Oak Street Weather Station,17.2
29941,Foster Weather Station,15.06
29942,63rd Street Weather Station,22.0
29943,Oak Street Weather Station,22.4
29944,Foster Weather Station,21.5
29945,63rd Street Weather Station,20.9
29946,Oak Street Weather Station,22.2
29947,Foster Weather Station,21.06
29948,63rd Street Weather Station,15.1
29949,Oak Street Weather Station,17.3
29950,Foster Weather Station,15.06
29951,63rd Street Weather Station,23.3
29952,Oak Street Weather Station,24.1
29953,Foster Weather Station,22.17
29954,Foster Weather Station,16.89
29955,63rd Street Weather Station,20.8
29956,Oak Street Weather Station,21.5
29957,Foster Weather Station,20.28
29958,63rd Street Weather Station,24.0
29959,Oak Street Weather Station,25.6
29960,Foster Weather Station,24.5
29961,63rd Street Weather Station,23.1
29962,Oak Street Weather Station,23.8
29963,Foster Weather Station,21.78
29964,63rd Street Weather Station,22.7
29965,Oak Street Weather Station,22.6
29966,Foster Weather Station,21.89
29967,Foster Weather Station,22.5
29968,63rd Street Weather Station,22.1
29969,Oak Street Weather Station,22.3
29970,Foster Weather Station,20.78
29971,63rd Street Weather Station,20.3
29972,Oak Street Weather Station,22.4
29973,Foster Weather Station,20.56
29974,63rd Street Weather Station,24.1
29975,Oak Street Weather Station,24.5
29976,Foster Weather Station,24.06
29977,63rd Street Weather Station,25.6
29978,Oak Street Weather Station,26.3
29979,Foster Weather Station,25.5
29980,63rd Street Weather Station,20.5
29981,Oak Street Weather Station,22.0
29982,Foster Weather Station,21.17
29983,63rd Street Weather Station,19.8
29984,Oak Street Weather Station,21.8
29985,Foster Weather Station,20.78
29986,63rd Street Weather Station,18.7
29987,Oak Street Weather Station,21.6
29988,Foster Weather Station,20.17
29989,63rd Street Weather Station,18.0
29990,Oak Street Weather Station,21.2
29991,Foster Weather Station,19.39
29992,63rd Street Weather Station,17.6
29993,Oak Street Weather Station,21.2
29994,Foster Weather Station,18.67
29995,63rd Street Weather Station,16.7
29996,Oak Street Weather Station,20.4
29997,Foster Weather Station,17.28
29998,63rd Street Weather Station,18.3
29999,Oak Street Weather Station,21.5
30000,Foster Weather Station,18.78
30001,63rd Street Weather Station,23.7
30002,Oak Street Weather Station,24.4
30003,Foster Weather Station,23.06
30004,63rd Street Weather Station,22.2
30005,Oak Street Weather Station,24.1
30006,Foster Weather Station,23.28
30007,Oak Street Weather Station,25.8
30008,Foster Weather Station,25.0
30009,63rd Street Weather Station,26.0
30010,Oak Street Weather Station,26.6
30011,Foster Weather Station,26.0
30012,63rd Street Weather Station,26.0
30013,Oak Street Weather Station,27.0
30014,Foster Weather Station,26.06
30015,63rd Street Weather Station,18.8
30016,Oak Street Weather Station,21.6
30017,Foster Weather Station,19.67
30018,63rd Street Weather Station,24.9
30019,Foster Weather Station,24.78
30020,63rd Street Weather Station,21.5
30021,Oak Street Weather Station,23.7
30022,Foster Weather Station,22.56
30023,63rd Street Weather Station,20.4
30024,Oak Street Weather Station,21.7
30025,Foster Weather Station,20.78
30026,63rd Street Weather Station,29.1
30027,Oak Street Weather Station,29.7
30028,Foster Weather Station,28.78
30029,63rd Street Weather Station,29.2
30030,Oak Street Weather Station,29.4
30031,Foster Weather Station,28.5
30032,63rd Street Weather Station,29.2
30033,Oak Street Weather Station,29.2
30034,Foster Weather Station,28.39
30035,63rd Street Weather Station,28.7
30036,Oak Street Weather Station,24.4
30037,Foster Weather Station,22.5
30038,63rd Street Weather Station,23.0
30039,Oak Street Weather Station,22.8
30040,Foster Weather Station,22.06
30041,63rd Street Weather Station,22.7
30042,Oak Street Weather Station,22.6
30043,Foster Weather Station,21.67
30044,63rd Street Weather Station,22.3
30045,Oak Street Weather Station,22.7
30046,Foster Weather Station,21.67
30047,63rd Street Weather Station,22.2
30048,Oak Street Weather Station,21.6
30049,Foster Weather Station,20.5
30050,63rd Street Weather Station,21.6
30051,Oak Street Weather Station,21.2
30052,Foster Weather Station,20.56
30053,63rd Street Weather Station,21.6
30054,Oak Street Weather Station,21.2
30055,Foster Weather Station,20.39
30056,63rd Street Weather Station,21.6
30057,Oak Street Weather Station,20.9
30058,Foster Weather Station,19.89
30059,63rd Street Weather Station,20.8
30060,Oak Street Weather Station,20.5
30061,Foster Weather Station,19.67
30062,63rd Street Weather Station,20.9
30063,Oak Street Weather Station,20.6
30064,Foster Weather Station,19.78
30065,63rd Street Weather Station,20.8
30066,Oak Street Weather Station,20.7
30067,Foster Weather Station,19.28
30068,63rd Street Weather Station,20.3
30069,Oak Street Weather Station,19.3
30070,Foster Weather Station,18.39
30071,63rd Street Weather Station,19.6
30072,Oak Street Weather Station,19.6
30073,Foster Weather Station,18.78
30074,63rd Street Weather Station,20.4
30075,Oak Street Weather Station,20.2
30076,Foster Weather Station,19.56
30077,63rd Street Weather Station,19.5
30078,Oak Street Weather Station,20.8
30079,Foster Weather Station,19.89
30080,63rd Street Weather Station,20.4
30081,Oak Street Weather Station,20.5
30082,Foster Weather Station,19.67
30083,63rd Street Weather Station,20.7
30084,Oak Street Weather Station,20.7
30085,Foster Weather Station,19.89
30086,63rd Street Weather Station,20.9
30087,Oak Street Weather Station,20.8
30088,Foster Weather Station,20.39
30089,63rd Street Weather Station,21.0
30090,Oak Street Weather Station,20.9
30091,Foster Weather Station,20.5
30092,63rd Street Weather Station,21.2
30093,Oak Street Weather Station,21.2
30094,Foster Weather Station,20.56
30095,63rd Street Weather Station,21.0
30096,Oak Street Weather Station,21.1
30097,Foster Weather Station,20.67
30098,63rd Street Weather Station,22.2
30099,Oak Street Weather Station,22.1
30100,Foster Weather Station,22.06
30101,63rd Street Weather Station,21.1
30102,Oak Street Weather Station,21.3
30103,Foster Weather Station,20.89
30104,63rd Street Weather Station,21.3
30105,Oak Street Weather Station,21.2
30106,Foster Weather Station,20.56
30107,63rd Street Weather Station,21.4
30108,Oak Street Weather Station,21.1
30109,Foster Weather Station,20.5
30110,63rd Street Weather Station,21.4
30111,Oak Street Weather Station,21.4
30112,Foster Weather Station,20.89
30113,63rd Street Weather Station,21.5
30114,Oak Street Weather Station,21.3
30115,Foster Weather Station,20.56
30116,63rd Street Weather Station,21.4
30117,Oak Street Weather Station,21.3
30118,Foster Weather Station,20.5
30119,63rd Street Weather Station,21.6
30120,Oak Street Weather Station,21.5
30121,Foster Weather Station,20.56
30122,63rd Street Weather Station,21.6
30123,Oak Street Weather Station,21.4
30124,Foster Weather Station,20.67
30125,63rd Street Weather Station,19.7
30126,Oak Street Weather Station,20.1
30127,Foster Weather Station,19.67
30128,63rd Street Weather Station,21.5
30129,Oak Street Weather Station,21.1
30130,Foster Weather Station,20.06
30131,63rd Street Weather Station,21.2
30132,63rd Street Weather Station,21.5
30133,Oak Street Weather Station,21.4
30134,Foster Weather Station,20.78
30135,63rd Street Weather Station,21.3
30136,Oak Street Weather Station,21.4
30137,Foster Weather Station,20.78
30138,63rd Street Weather Station,21.4
30139,Oak Street Weather Station,21.4
30140,Foster Weather Station,20.78
30141,63rd Street Weather Station,21.4
30142,Oak Street Weather Station,21.5
30143,Foster Weather Station,20.78
30144,63rd Street Weather Station,20.9
30145,Oak Street Weather Station,21.0
30146,Foster Weather Station,20.56
30147,63rd Street Weather Station,20.5
30148,Oak Street Weather Station,20.7
30149,Foster Weather Station,20.28
30150,63rd Street Weather Station,19.8
30151,Oak Street Weather Station,20.4
30152,Foster Weather Station,20.0
30153,63rd Street Weather Station,19.7
30154,Oak Street Weather Station,19.9
30155,Foster Weather Station,19.28
30156,63rd Street Weather Station,19.7
30157,Oak Street Weather Station,20.1
30158,Foster Weather Station,19.67
30159,63rd Street Weather Station,19.7
30160,Oak Street Weather Station,20.2
30161,Foster Weather Station,19.5
30162,63rd Street Weather Station,20.7
30163,Oak Street Weather Station,20.7
30164,Foster Weather Station,20.0
30165,63rd Street Weather Station,21.4
30166,Oak Street Weather Station,21.6
30167,Foster Weather Station,20.56
30168,63rd Street Weather Station,22.0
30169,Oak Street Weather Station,21.5
30170,Foster Weather Station,21.67
30171,63rd Street Weather Station,22.6
30172,Oak Street Weather Station,22.0
30173,Foster Weather Station,22.06
30174,63rd Street Weather Station,22.2
30175,Oak Street Weather Station,22.1
30176,Foster Weather Station,22.17
30177,63rd Street Weather Station,22.5
30178,Oak Street Weather Station,22.3
30179,Foster Weather Station,22.06
30180,63rd Street Weather Station,22.4
30181,Oak Street Weather Station,22.2
30182,Foster Weather Station,21.89
30183,63rd Street Weather Station,22.1
30184,Oak Street Weather Station,22.3
30185,Foster Weather Station,21.39
30186,63rd Street Weather Station,22.3
30187,Oak Street Weather Station,22.3
30188,Foster Weather Station,21.56
30189,63rd Street Weather Station,22.0
30190,Oak Street Weather Station,22.6
30191,Foster Weather Station,21.67
30192,63rd Street Weather Station,21.9
30193,Oak Street Weather Station,22.2
30194,Foster Weather Station,21.5
30195,63rd Street Weather Station,22.0
30196,Oak Street Weather Station,22.1
30197,Foster Weather Station,21.17
30198,63rd Street Weather Station,21.7
30199,Oak Street Weather Station,21.7
30200,Foster Weather Station,21.17
30201,Oak Street Weather Station,21.4
30202,Foster Weather Station,20.89
30203,63rd Street Weather Station,20.8
30204,Oak Street Weather Station,21.2
30205,Foster Weather Station,20.39
30206,63rd Street Weather Station,27.3
30207,Oak Street Weather Station,27.7
30208,Foster Weather Station,26.78
30209,63rd Street Weather Station,27.3
30210,Oak Street Weather Station,28.1
30211,Foster Weather Station,27.5
30212,63rd Street Weather Station,27.8
30213,Oak Street Weather Station,28.2
30214,Foster Weather Station,27.39
30215,63rd Street Weather Station,26.9
30216,Oak Street Weather Station,27.9
30217,Foster Weather Station,26.56
30218,63rd Street Weather Station,27.6
30219,Oak Street Weather Station,27.5
30220,Foster Weather Station,26.89
30221,63rd Street Weather Station,20.2
30222,Oak Street Weather Station,20.7
30223,Foster Weather Station,19.78
30224,63rd Street Weather Station,19.9
30225,Oak Street Weather Station,20.6
30226,Foster Weather Station,19.89
30227,63rd Street Weather Station,19.5
30228,Oak Street Weather Station,20.3
30229,Foster Weather Station,19.67
30230,63rd Street Weather Station,19.3
30231,Oak Street Weather Station,20.4
30232,Foster Weather Station,19.5
30233,63rd Street Weather Station,27.7
30234,Oak Street Weather Station,28.1
30235,Foster Weather Station,27.39
30236,63rd Street Weather Station,26.8
30237,Oak Street Weather Station,27.6
30238,Foster Weather Station,26.39
30239,63rd Street Weather Station,19.5
30240,Oak Street Weather Station,21.0
30241,Foster Weather Station,19.67
30242,63rd Street Weather Station,19.9
30243,Oak Street Weather Station,21.5
30244,Foster Weather Station,20.78
30245,63rd Street Weather Station,20.9
30246,Oak Street Weather Station,21.7
30247,Foster Weather Station,20.0
30248,63rd Street Weather Station,22.8
30249,Oak Street Weather Station,23.9
30250,Foster Weather Station,22.67
30251,63rd Street Weather Station,26.3
30252,Oak Street Weather Station,27.5
30253,Foster Weather Station,26.56
30254,63rd Street Weather Station,24.9
30255,Oak Street Weather Station,26.0
30256,Foster Weather Station,22.5
30257,63rd Street Weather Station,27.0
30258,Oak Street Weather Station,27.4
30259,Foster Weather Station,26.5
30260,63rd Street Weather Station,21.1
30261,Oak Street Weather Station,21.9
30262,Foster Weather Station,21.17
30263,63rd Street Weather Station,27.2
30264,Oak Street Weather Station,27.7
30265,Foster Weather Station,26.89
30266,63rd Street Weather Station,27.5
30267,Oak Street Weather Station,28.2
30268,Foster Weather Station,27.06
30269,63rd Street Weather Station,25.3
30270,Oak Street Weather Station,26.5
30271,Foster Weather Station,25.67
30272,63rd Street Weather Station,24.6
30273,Oak Street Weather Station,25.5
30274,Foster Weather Station,24.89
30275,63rd Street Weather Station,24.4
30276,Oak Street Weather Station,25.5
30277,Foster Weather Station,24.39
30278,63rd Street Weather Station,24.3
30279,Oak Street Weather Station,24.9
30280,Foster Weather Station,24.28
30281,63rd Street Weather Station,22.4
30282,Oak Street Weather Station,22.9
30283,Foster Weather Station,22.0
30284,63rd Street Weather Station,25.3
30285,Oak Street Weather Station,26.9
30286,Foster Weather Station,25.56
30287,63rd Street Weather Station,23.6
30288,Oak Street Weather Station,24.6
30289,Foster Weather Station,24.0
30290,63rd Street Weather Station,21.9
30291,Oak Street Weather Station,22.7
30292,Foster Weather Station,21.5
30293,63rd Street Weather Station,20.6
30294,Oak Street Weather Station,21.5
30295,Foster Weather Station,20.5
30296,63rd Street Weather Station,20.4
30297,Oak Street Weather Station,21.0
30298,Foster Weather Station,20.17
30299,63rd Street Weather Station,20.2
30300,Oak Street Weather Station,21.3
30301,Foster Weather Station,20.28
30302,63rd Street Weather Station,20.1
30303,Oak Street Weather Station,20.9
