,Station Name,Air Temperature
11276,63rd Street Weather Station,-3.0
11277,Oak Street Weather Station,-2.4
11278,Foster Weather Station,-2.67
11279,63rd Street Weather Station,-2.6
11280,Foster Weather Station,-2.5
11281,Oak Street Weather Station,-1.7
11282,63rd Street Weather Station,-2.7
11283,Oak Street Weather Station,-1.6
11284,Foster Weather Station,-2.78
11285,63rd Street Weather Station,-3.7
11286,Oak Street Weather Station,-1.9
11287,Foster Weather Station,-3.67
11288,63rd Street Weather Station,-3.9
11289,Oak Street Weather Station,-2.5
11290,Foster Weather Station,-3.89
11291,63rd Street Weather Station,-3.7
11292,Oak Street Weather Station,-2.5
11293,Foster Weather Station,-3.89
11294,63rd Street Weather Station,-1.9
11295,Oak Street Weather Station,-0.7
11296,63rd Street Weather Station,-4.0
11297,Oak Street Weather Station,-2.6
11298,Foster Weather Station,-4.06
11299,63rd Street Weather Station,-3.5
11300,Oak Street Weather Station,-2.7
11301,Foster Weather Station,-4.06
11302,63rd Street Weather Station,-2.8
11303,Oak Street Weather Station,-1.6
11304,Foster Weather Station,-3.56
11305,63rd Street Weather Station,-2.2
11306,Oak Street Weather Station,-1.0
11307,Foster Weather Station,-2.89
11308,Foster Weather Station,-2.39
11309,63rd Street Weather Station,-1.7
11310,Oak Street Weather Station,-0.4
11311,Foster Weather Station,-1.89
11312,63rd Street Weather Station,-1.1
11313,Oak Street Weather Station,-0.1
11314,Foster Weather Station,-1.39
11315,63rd Street Weather Station,-0.9
11316,Oak Street Weather Station,0.1
11317,Foster Weather Station,-1.28
11318,63rd Street Weather Station,-0.7
11319,Oak Street Weather Station,0.4
11320,Foster Weather Station,-1.06
11321,63rd Street Weather Station,-0.5
11322,Oak Street Weather Station,0.4
11323,Foster Weather Station,-1.06
11324,63rd Street Weather Station,-0.7
11325,Oak Street Weather Station,0.2
11326,Foster Weather Station,-1.06
11327,63rd Street Weather Station,-1.0
11328,Oak Street Weather Station,-0.1
11329,Foster Weather Station,-1.56
11330,63rd Street Weather Station,-1.6
11331,Oak Street Weather Station,-0.7
11332,Foster Weather Station,-2.0
11333,63rd Street Weather Station,-1.2
11334,Oak Street Weather Station,-0.5
11335,Foster Weather Station,-1.56
11336,63rd Street Weather Station,-0.4
11337,Oak Street Weather Station,0.1
11338,Foster Weather Station,0.0
11339,63rd Street Weather Station,1.5
11340,Oak Street Weather Station,2.1
11341,Foster Weather Station,1.28
11342,63rd Street Weather Station,2.5
11343,Oak Street Weather Station,3.1
11344,Foster Weather Station,2.78
11345,63rd Street Weather Station,2.1
11346,Oak Street Weather Station,3.5
11347,Foster Weather Station,2.56
11348,63rd Street Weather Station,2.5
11349,Oak Street Weather Station,3.2
11350,Foster Weather Station,2.5
11351,63rd Street Weather Station,3.9
11352,Oak Street Weather Station,4.5
11353,Foster Weather Station,4.06
11354,63rd Street Weather Station,5.0
11355,Oak Street Weather Station,5.5
11356,Foster Weather Station,4.89
11357,63rd Street Weather Station,4.4
11358,Oak Street Weather Station,4.6
11359,Foster Weather Station,4.0
11360,63rd Street Weather Station,3.4
11361,Oak Street Weather Station,4.1
11362,Foster Weather Station,3.28
11363,63rd Street Weather Station,2.8
11364,Oak Street Weather Station,3.5
11365,Foster Weather Station,2.39
11366,63rd Street Weather Station,2.3
11367,Oak Street Weather Station,3.0
11368,Foster Weather Station,1.89
11369,63rd Street Weather Station,2.0
11370,Oak Street Weather Station,2.9
11371,Foster Weather Station,1.39
11372,63rd Street Weather Station,1.7
11373,63rd Street Weather Station,-0.1
11374,Foster Weather Station,1.0
11375,63rd Street Weather Station,1.6
11376,Foster Weather Station,0.89
11377,Oak Street Weather Station,2.5
11378,63rd Street Weather Station,1.6
11379,Oak Street Weather Station,2.3
11380,Foster Weather Station,0.78
11381,63rd Street Weather Station,0.8
11382,Oak Street Weather Station,2.5
11383,Foster Weather Station,0.78
11384,63rd Street Weather Station,0.7
11385,Oak Street Weather Station,2.0
11386,Foster Weather Station,0.56
11387,63rd Street Weather Station,0.5
11388,Oak Street Weather Station,2.4
11389,Foster Weather Station,0.39
11390,63rd Street Weather Station,-0.4
11391,Foster Weather Station,-0.5
11392,63rd Street Weather Station,-0.4
11393,Oak Street Weather Station,3.5
11394,Foster Weather Station,1.0
11395,63rd Street Weather Station,1.0
11396,Oak Street Weather Station,4.6
11397,Foster Weather Station,2.28
11398,63rd Street Weather Station,7.6
11399,Oak Street Weather Station,7.0
11400,Foster Weather Station,6.06
11401,63rd Street Weather Station,5.7
11402,Foster Weather Station,0.0
11403,Oak Street Weather Station,2.3
11404,63rd Street Weather Station,-0.6
11405,Oak Street Weather Station,2.0
11406,Foster Weather Station,-0.28
11407,63rd Street Weather Station,3.9
11408,Oak Street Weather Station,6.3
11409,Foster Weather Station,4.89
11410,63rd Street Weather Station,-0.8
11411,Oak Street Weather Station,2.5
11412,Foster Weather Station,-0.17
11413,63rd Street Weather Station,-0.9
11414,Oak Street Weather Station,2.9
11415,Foster Weather Station,0.0
11416,63rd Street Weather Station,4.8
11417,Oak Street Weather Station,6.6
11418,Foster Weather Station,5.28
11419,63rd Street Weather Station,5.9
11420,Oak Street Weather Station,6.5
11421,Foster Weather Station,5.67
11422,63rd Street Weather Station,5.8
11423,Oak Street Weather Station,7.3
11424,Foster Weather Station,6.06
11425,63rd Street Weather Station,5.7
11426,Oak Street Weather Station,7.0
11427,Foster Weather Station,6.17
11428,63rd Street Weather Station,5.5
11429,Oak Street Weather Station,8.1
11430,Foster Weather Station,6.39
11431,63rd Street Weather Station,5.8
11432,Oak Street Weather Station,8.3
11433,Foster Weather Station,5.89
11434,63rd Street Weather Station,7.4
11435,Oak Street Weather Station,6.8
11436,Foster Weather Station,5.78
11437,63rd Street Weather Station,7.4
11438,Oak Street Weather Station,7.4
11439,Foster Weather Station,6.56
11440,63rd Street Weather Station,6.9
11441,Oak Street Weather Station,7.5
11442,Foster Weather Station,6.5
11443,63rd Street Weather Station,6.1
11444,Oak Street Weather Station,6.8
11445,Foster Weather Station,6.0
11446,63rd Street Weather Station,5.7
11447,Oak Street Weather Station,6.5
11448,Foster Weather Station,5.78
11449,63rd Street Weather Station,5.6
11450,Oak Street Weather Station,6.5
11451,Foster Weather Station,5.67
11452,63rd Street Weather Station,5.6
11453,Oak Street Weather Station,6.7
11454,Foster Weather Station,5.89
11455,Oak Street Weather Station,7.1
11456,Foster Weather Station,5.89
11457,63rd Street Weather Station,5.2
11458,Oak Street Weather Station,7.3
11459,Foster Weather Station,6.0
11460,63rd Street Weather Station,5.0
11461,Oak Street Weather Station,7.7
11462,Foster Weather Station,7.06
11463,63rd Street Weather Station,5.4
11464,Oak Street Weather Station,9.0
11465,Foster Weather Station,5.89
11466,63rd Street Weather Station,8.5
11467,Oak Street Weather Station,9.5
11468,Foster Weather Station,8.28
11469,63rd Street Weather Station,5.8
11470,Oak Street Weather Station,9.0
11471,Foster Weather Station,6.17
11472,63rd Street Weather Station,5.4
11473,Oak Street Weather Station,8.2
11474,Foster Weather Station,6.39
11475,63rd Street Weather Station,6.0
11476,Oak Street Weather Station,8.5
11477,Foster Weather Station,6.39
11478,63rd Street Weather Station,7.1
11479,Oak Street Weather Station,9.0
11480,Foster Weather Station,6.89
11481,63rd Street Weather Station,9.4
11482,Oak Street Weather Station,10.8
11483,Foster Weather Station,9.67
11484,63rd Street Weather Station,9.9
11485,Oak Street Weather Station,11.3
11486,Foster Weather Station,10.39
11487,63rd Street Weather Station,10.6
11488,Oak Street Weather Station,11.6
11489,Foster Weather Station,11.06
11490,63rd Street Weather Station,11.4
11491,Oak Street Weather Station,12.3
11492,Foster Weather Station,11.17
11493,63rd Street Weather Station,11.6
11494,Oak Street Weather Station,12.1
11495,Foster Weather Station,11.17
11496,63rd Street Weather Station,11.8
11497,Oak Street Weather Station,12.3
11498,Foster Weather Station,11.39
11499,63rd Street Weather Station,11.7
11500,Oak Street Weather Station,12.4
11501,Foster Weather Station,11.5
11502,63rd Street Weather Station,11.5
11503,Oak Street Weather Station,12.4
11504,Foster Weather Station,11.5
11505,63rd Street Weather Station,11.7
11506,Oak Street Weather Station,12.3
11507,Foster Weather Station,11.39
11508,63rd Street Weather Station,12.3
11509,Oak Street Weather Station,12.4
11510,Foster Weather Station,11.28
11511,63rd Street Weather Station,11.2
11512,Oak Street Weather Station,11.1
11513,Foster Weather Station,9.89
11514,63rd Street Weather Station,16.3
11515,Oak Street Weather Station,15.8
11516,Foster Weather Station,14.78
11517,63rd Street Weather Station,16.1
11518,Oak Street Weather Station,16.7
11519,Foster Weather Station,15.78
11520,63rd Street Weather Station,15.9
11521,Oak Street Weather Station,16.0
11522,Foster Weather Station,15.5
11523,63rd Street Weather Station,4.9
11524,Oak Street Weather Station,4.7
11525,Foster Weather Station,3.56
11526,63rd Street Weather Station,4.7
11527,63rd Street Weather Station,4.8
11528,63rd Street Weather Station,11.8
11529,Oak Street Weather Station,12.3
11530,Foster Weather Station,11.39
11531,63rd Street Weather Station,11.7
11532,Oak Street Weather Station,11.8
11533,Foster Weather Station,11.17
11534,63rd Street Weather Station,10.9
11535,Oak Street Weather Station,12.1
11536,Foster Weather Station,11.28
11537,63rd Street Weather Station,11.8
11538,Oak Street Weather Station,12.5
11539,Foster Weather Station,11.5
11540,63rd Street Weather Station,11.8
11541,Oak Street Weather Station,12.4
11542,Foster Weather Station,11.56
11543,63rd Street Weather Station,10.9
11544,Oak Street Weather Station,11.7
11545,Foster Weather Station,10.78
11546,63rd Street Weather Station,11.1
11547,Oak Street Weather Station,11.4
11548,Foster Weather Station,9.89
11549,63rd Street Weather Station,11.3
11550,Oak Street Weather Station,11.4
11551,Foster Weather Station,10.39
11552,63rd Street Weather Station,11.8
11553,Oak Street Weather Station,12.1
11554,Foster Weather Station,10.56
11555,63rd Street Weather Station,11.7
11556,Oak Street Weather Station,11.9
11557,Foster Weather Station,11.0
11558,63rd Street Weather Station,13.1
11559,Oak Street Weather Station,13.8
11560,Foster Weather Station,12.89
11561,63rd Street Weather Station,6.4
11562,Oak Street Weather Station,5.9
11563,Foster Weather Station,5.17
11564,63rd Street Weather Station,3.6
11565,Oak Street Weather Station,3.3
11566,Foster Weather Station,2.28
11567,63rd Street Weather Station,11.6
11568,Oak Street Weather Station,12.3
11569,Foster Weather Station,11.39
11570,63rd Street Weather Station,5.2
11571,Oak Street Weather Station,4.7
11572,Foster Weather Station,3.56
11573,63rd Street Weather Station,4.3
11574,Oak Street Weather Station,4.0
11575,Foster Weather Station,2.78
11576,63rd Street Weather Station,4.6
11577,Oak Street Weather Station,4.2
11578,Foster Weather Station,0.5
11579,63rd Street Weather Station,4.9
11580,Oak Street Weather Station,5.1
11581,Foster Weather Station,4.56
11582,63rd Street Weather Station,12.5
11583,Oak Street Weather Station,13.0
11584,Foster Weather Station,11.89
11585,63rd Street Weather Station,4.6
11586,Oak Street Weather Station,4.7
11587,Foster Weather Station,3.56
11588,63rd Street Weather Station,4.5
11589,Oak Street Weather Station,4.4
11590,Foster Weather Station,3.28
11591,63rd Street Weather Station,2.1
11592,Oak Street Weather Station,2.0
11593,Foster Weather Station,0.5
11594,63rd Street Weather Station,4.4
11595,Oak Street Weather Station,4.9
11596,Foster Weather Station,4.28
11597,63rd Street Weather Station,4.4
11598,Oak Street Weather Station,4.9
11599,Foster Weather Station,4.28
11600,63rd Street Weather Station,1.7
11601,Foster Weather Station,1.0
11602,63rd Street Weather Station,2.8
11603,Oak Street Weather Station,3.3
11604,Foster Weather Station,2.67
11605,63rd Street Weather Station,13.0
11606,Oak Street Weather Station,13.4
11607,Foster Weather Station,12.56
11608,63rd Street Weather Station,13.2
11609,Oak Street Weather Station,14.2
11610,Foster Weather Station,13.39
11611,63rd Street Weather Station,12.7
11612,Oak Street Weather Station,13.1
11613,Foster Weather Station,12.28
11614,63rd Street Weather Station,15.0
11615,Oak Street Weather Station,14.1
11616,Foster Weather Station,13.28
11617,63rd Street Weather Station,16.9
11618,Oak Street Weather Station,16.6
11619,Foster Weather Station,15.39
11620,63rd Street Weather Station,16.8
11621,Oak Street Weather Station,16.6
11622,Foster Weather Station,16.0
11623,63rd Street Weather Station,15.5
11624,Oak Street Weather Station,16.3
11625,Foster Weather Station,15.28
11626,63rd Street Weather Station,13.8
11627,Oak Street Weather Station,13.8
11628,Foster Weather Station,6.56
11629,63rd Street Weather Station,5.2
11630,Oak Street Weather Station,5.3
11631,Foster Weather Station,4.06
11632,63rd Street Weather Station,3.9
11633,63rd Street Weather Station,16.7
11634,Oak Street Weather Station,16.8
11635,Foster Weather Station,16.06
11636,63rd Street Weather Station,15.5
11637,Oak Street Weather Station,16.0
11638,Foster Weather Station,15.06
11639,63rd Street Weather Station,13.6
11640,Oak Street Weather Station,14.3
11641,Foster Weather Station,13.56
11642,63rd Street Weather Station,5.2
11643,Oak Street Weather Station,5.1
11644,Foster Weather Station,3.89
11645,63rd Street Weather Station,5.2
11646,Oak Street Weather Station,5.0
11647,Foster Weather Station,3.56
11648,63rd Street Weather Station,3.4
11649,Oak Street Weather Station,3.3
11650,Foster Weather Station,2.39
11651,63rd Street Weather Station,7.8
11652,Oak Street Weather Station,8.1
11653,Foster Weather Station,7.28
11654,63rd Street Weather Station,15.8
11655,Oak Street Weather Station,15.5
11656,Foster Weather Station,14.89
11657,63rd Street Weather Station,3.5
11658,Oak Street Weather Station,3.4
11659,Foster Weather Station,2.39
11660,63rd Street Weather Station,4.5
11661,Oak Street Weather Station,2.3
11662,Foster Weather Station,0.06
11663,63rd Street Weather Station,5.2
11664,Oak Street Weather Station,5.4
11665,Foster Weather Station,4.5
11666,63rd Street Weather Station,16.0
11667,Oak Street Weather Station,16.3
11668,Foster Weather Station,15.17
11669,63rd Street Weather Station,13.5
11670,Oak Street Weather Station,14.0
11671,Foster Weather Station,13.06
11672,63rd Street Weather Station,5.2
11673,Oak Street Weather Station,5.1
11674,Foster Weather Station,3.89
11675,63rd Street Weather Station,4.9
11676,Oak Street Weather Station,4.5
11677,Foster Weather Station,3.39
11678,63rd Street Weather Station,4.8
11679,Oak Street Weather Station,4.5
11680,Foster Weather Station,3.56
11681,63rd Street Weather Station,4.6
11682,Oak Street Weather Station,4.4
11683,Foster Weather Station,3.39
11684,63rd Street Weather Station,4.5
11685,Oak Street Weather Station,3.8
11686,Foster Weather Station,2.5
11687,63rd Street Weather Station,3.8
11688,Oak Street Weather Station,2.9
11689,Foster Weather Station,0.89
11690,63rd Street Weather Station,5.5
11691,Oak Street Weather Station,6.8
11692,Foster Weather Station,5.67
11693,63rd Street Weather Station,4.4
11694,63rd Street Weather Station,13.9
11695,Oak Street Weather Station,14.1
11696,Foster Weather Station,13.17
11697,63rd Street Weather Station,6.9
11698,Oak Street Weather Station,6.5
11699,Foster Weather Station,5.56
11700,63rd Street Weather Station,5.4
11701,Oak Street Weather Station,5.4
11702,Foster Weather Station,4.56
11703,63rd Street Weather Station,5.3
11704,Oak Street Weather Station,5.3
11705,Foster Weather Station,4.56
11706,63rd Street Weather Station,5.3
11707,Oak Street Weather Station,5.3
11708,Foster Weather Station,4.28
11709,63rd Street Weather Station,5.1
11710,Oak Street Weather Station,5.0
11711,Foster Weather Station,4.0
11712,63rd Street Weather Station,4.4
11713,Oak Street Weather Station,4.4
11714,Foster Weather Station,3.17
11715,63rd Street Weather Station,4.4
11716,Oak Street Weather Station,4.2
11717,Foster Weather Station,3.0
11718,63rd Street Weather Station,3.6
11719,Oak Street Weather Station,3.6
11720,Foster Weather Station,2.56
11721,63rd Street Weather Station,3.9
11722,63rd Street Weather Station,5.1
11723,Oak Street Weather Station,5.0
11724,Foster Weather Station,4.06
11725,63rd Street Weather Station,5.4
11726,Oak Street Weather Station,5.5
11727,Foster Weather Station,4.5
11728,63rd Street Weather Station,4.9
11729,Oak Street Weather Station,4.5
11730,Foster Weather Station,3.5
11731,63rd Street Weather Station,4.9
11732,Oak Street Weather Station,4.9
11733,Foster Weather Station,3.56
11734,63rd Street Weather Station,4.9
11735,Oak Street Weather Station,4.5
11736,Foster Weather Station,3.28
11737,63rd Street Weather Station,4.5
11738,Oak Street Weather Station,4.4
11739,Foster Weather Station,3.28
11740,63rd Street Weather Station,4.9
11741,Oak Street Weather Station,5.3
11742,Foster Weather Station,4.78
11743,63rd Street Weather Station,2.1
11744,Oak Street Weather Station,2.7
11745,Foster Weather Station,1.56
11746,63rd Street Weather Station,2.2
11747,Oak Street Weather Station,2.7
11748,Foster Weather Station,1.67
11749,63rd Street Weather Station,8.5
11750,63rd Street Weather Station,4.7
11751,Oak Street Weather Station,4.6
11752,Foster Weather Station,3.78
11753,63rd Street Weather Station,6.2
11754,Oak Street Weather Station,6.4
11755,Foster Weather Station,5.5
11756,63rd Street Weather Station,4.5
11757,Oak Street Weather Station,4.6
11758,Foster Weather Station,3.39
11759,63rd Street Weather Station,4.9
11760,Oak Street Weather Station,4.8
11761,Foster Weather Station,3.56
11762,63rd Street Weather Station,4.8
11763,Oak Street Weather Station,5.0
11764,Foster Weather Station,4.39
11765,63rd Street Weather Station,5.9
11766,Oak Street Weather Station,5.9
11767,Foster Weather Station,5.0
11768,63rd Street Weather Station,4.7
11769,Oak Street Weather Station,5.2
11770,Foster Weather Station,4.56
11771,63rd Street Weather Station,4.1
11772,Oak Street Weather Station,4.6
11773,Foster Weather Station,3.56
11774,63rd Street Weather Station,1.1
11775,Oak Street Weather Station,1.8
11776,Foster Weather Station,0.5
11777,63rd Street Weather Station,5.1
11778,Oak Street Weather Station,4.9
11779,Foster Weather Station,3.78
11780,63rd Street Weather Station,4.9
11781,Oak Street Weather Station,4.9
11782,Foster Weather Station,3.78
11783,63rd Street Weather Station,4.9
11784,Oak Street Weather Station,4.5
11785,Foster Weather Station,3.5
11786,63rd Street Weather Station,4.6
11787,Oak Street Weather Station,4.6
11788,Foster Weather Station,3.28
11789,63rd Street Weather Station,3.9
11790,Oak Street Weather Station,3.6
11791,Foster Weather Station,2.67
11792,63rd Street Weather Station,3.9
11793,Oak Street Weather Station,4.1
11794,Foster Weather Station,3.28
11795,63rd Street Weather Station,7.1
11796,Oak Street Weather Station,8.3
11797,Foster Weather Station,6.67
11798,63rd Street Weather Station,5.9
11799,Oak Street Weather Station,6.0
11800,Foster Weather Station,4.89
11801,63rd Street Weather Station,6.3
11802,Oak Street Weather Station,6.7
11803,Foster Weather Station,6.06
11804,63rd Street Weather Station,6.2
11805,Oak Street Weather Station,3.6
11806,Foster Weather Station,2.39
11807,63rd Street Weather Station,4.0
11808,Oak Street Weather Station,3.4
11809,Foster Weather Station,2.17
11810,63rd Street Weather Station,1.3
11811,Oak Street Weather Station,4.2
11812,Foster Weather Station,2.5
11813,63rd Street Weather Station,7.6
11814,Oak Street Weather Station,8.5
11815,Foster Weather Station,6.89
11816,Oak Street Weather Station,3.9
11817,Foster Weather Station,3.06
11818,63rd Street Weather Station,4.3
11819,Oak Street Weather Station,4.1
11820,Foster Weather Station,3.06
11821,63rd Street Weather Station,4.5
11822,Oak Street Weather Station,4.3
11823,Foster Weather Station,3.17
11824,63rd Street Weather Station,3.0
11825,Oak Street Weather Station,2.2
11826,Foster Weather Station,0.56
11827,63rd Street Weather Station,4.7
11828,Oak Street Weather Station,1.6
11829,Foster Weather Station,-0.17
11830,63rd Street Weather Station,4.6
11831,Oak Street Weather Station,4.0
11832,Foster Weather Station,2.67
11833,63rd Street Weather Station,4.5
11834,Oak Street Weather Station,5.4
11835,Foster Weather Station,4.39
11836,63rd Street Weather Station,4.8
11837,Oak Street Weather Station,4.9
11838,Foster Weather Station,4.56
11839,63rd Street Weather Station,5.0
11840,Oak Street Weather Station,5.4
11841,Foster Weather Station,4.5
11842,63rd Street Weather Station,4.4
11843,Oak Street Weather Station,4.7
11844,Foster Weather Station,4.28
11845,63rd Street Weather Station,4.4
11846,63rd Street Weather Station,4.9
11847,Oak Street Weather Station,2.6
11848,Foster Weather Station,0.0
11849,63rd Street Weather Station,5.4
11850,Oak Street Weather Station,5.3
11851,Foster Weather Station,4.5
11852,63rd Street Weather Station,5.3
11853,Oak Street Weather Station,5.9
11854,Foster Weather Station,5.17
11855,63rd Street Weather Station,4.4
11856,Oak Street Weather Station,4.9
11857,Foster Weather Station,4.28
11858,63rd Street Weather Station,6.5
11859,Oak Street Weather Station,6.8
11860,Foster Weather Station,5.78
11861,63rd Street Weather Station,6.8
11862,Oak Street Weather Station,7.1
11863,Foster Weather Station,6.0
11864,63rd Street Weather Station,5.0
11865,Oak Street Weather Station,6.1
11866,Foster Weather Station,4.67
11867,63rd Street Weather Station,6.7
11868,Oak Street Weather Station,6.8
11869,Foster Weather Station,5.78
11870,63rd Street Weather Station,4.8
11871,Oak Street Weather Station,5.8
11872,Foster Weather Station,4.5
11873,63rd Street Weather Station,4.3
11874,63rd Street Weather Station,5.5
11875,Oak Street Weather Station,5.6
11876,Foster Weather Station,4.56
11877,63rd Street Weather Station,5.7
11878,Oak Street Weather Station,6.1
11879,Foster Weather Station,5.5
11880,63rd Street Weather Station,4.3
11881,Oak Street Weather Station,4.9
11882,Foster Weather Station,4.28
11883,63rd Street Weather Station,4.4
11884,Oak Street Weather Station,4.7
11885,Foster Weather Station,4.17
11886,63rd Street Weather Station,5.0
11887,Oak Street Weather Station,5.5
11888,Foster Weather Station,4.78
11889,63rd Street Weather Station,8.5
11890,Oak Street Weather Station,8.3
11891,Foster Weather Station,7.67
11892,63rd Street Weather Station,8.0
11893,Oak Street Weather Station,7.9
11894,Foster Weather Station,7.39
11895,63rd Street Weather Station,8.0
11896,Oak Street Weather Station,8.3
11897,Foster Weather Station,7.78
11898,63rd Street Weather Station,6.5
11899,Oak Street Weather Station,6.9
11900,Foster Weather Station,5.78
11901,63rd Street Weather Station,6.4
11902,Oak Street Weather Station,4.8
11903,Foster Weather Station,4.17
11904,63rd Street Weather Station,6.4
11905,Oak Street Weather Station,6.7
11906,Foster Weather Station,5.78
11907,63rd Street Weather Station,7.5
11908,Oak Street Weather Station,7.8
11909,Foster Weather Station,6.67
11910,63rd Street Weather Station,4.7
11911,Oak Street Weather Station,5.0
11912,Foster Weather Station,4.28
11913,63rd Street Weather Station,7.3
11914,Oak Street Weather Station,7.4
11915,Foster Weather Station,6.56
11916,63rd Street Weather Station,6.3
11917,Oak Street Weather Station,7.0
11918,Foster Weather Station,5.67
11919,63rd Street Weather Station,3.6
11920,Oak Street Weather Station,2.7
11921,Foster Weather Station,1.39
11922,63rd Street Weather Station,1.9
11923,Oak Street Weather Station,2.0
11924,Foster Weather Station,1.0
11925,63rd Street Weather Station,2.5
11926,Oak Street Weather Station,3.1
11927,Foster Weather Station,1.56
11928,63rd Street Weather Station,2.3
11929,Oak Street Weather Station,2.5
11930,Foster Weather Station,1.67
11931,63rd Street Weather Station,1.9
11932,Oak Street Weather Station,2.5
11933,Foster Weather Station,1.5
11934,63rd Street Weather Station,9.3
11935,Oak Street Weather Station,9.0
11936,Foster Weather Station,8.89
11937,Oak Street Weather Station,5.2
11938,Foster Weather Station,4.5
11939,63rd Street Weather Station,5.5
11940,Oak Street Weather Station,5.8
11941,Foster Weather Station,5.0
11942,63rd Street Weather Station,5.9
11943,Oak Street Weather Station,6.1
11944,Foster Weather Station,5.06
11945,63rd Street Weather Station,6.9
11946,Oak Street Weather Station,7.4
11947,Foster Weather Station,6.39
11948,63rd Street Weather Station,6.4
11949,Oak Street Weather Station,6.6
11950,Foster Weather Station,5.56
11951,63rd Street Weather Station,5.6
11952,Oak Street Weather Station,6.8
11953,Foster Weather Station,5.56
11954,63rd Street Weather Station,4.4
11955,Oak Street Weather Station,6.0
11956,Foster Weather Station,4.89
11957,63rd Street Weather Station,3.7
11958,Oak Street Weather Station,4.3
11959,Foster Weather Station,3.17
11960,63rd Street Weather Station,2.2
11961,Oak Street Weather Station,2.5
11962,Foster Weather Station,0.89
11963,63rd Street Weather Station,1.4
11964,Oak Street Weather Station,1.9
11965,63rd Street Weather Station,6.4
11966,Oak Street Weather Station,6.9
11967,Foster Weather Station,6.0
11968,63rd Street Weather Station,7.8
11969,Oak Street Weather Station,7.8
11970,Foster Weather Station,7.0
11971,63rd Street Weather Station,6.5
11972,Oak Street Weather Station,6.9
11973,Foster Weather Station,5.89
11974,63rd Street Weather Station,1.3
11975,Foster Weather Station,0.5
11976,Oak Street Weather Station,1.9
11977,63rd Street Weather Station,8.3
11978,Oak Street Weather Station,8.5
11979,Foster Weather Station,7.67
11980,63rd Street Weather Station,7.1
11981,Oak Street Weather Station,7.1
11982,Foster Weather Station,6.39
11983,Oak Street Weather Station,6.7
11984,Foster Weather Station,5.78
11985,63rd Street Weather Station,0.7
11986,Oak Street Weather Station,1.1
11987,Foster Weather Station,0.0
11988,63rd Street Weather Station,0.4
11989,Foster Weather Station,0.0
11990,63rd Street Weather Station,1.9
11991,Oak Street Weather Station,2.7
11992,Foster Weather Station,1.56
11993,63rd Street Weather Station,2.0
11994,Oak Street Weather Station,2.6
11995,Foster Weather Station,1.5
11996,63rd Street Weather Station,7.1
11997,Oak Street Weather Station,8.8
11998,Foster Weather Station,8.39
11999,63rd Street Weather Station,6.4
12000,Oak Street Weather Station,8.8
12001,Foster Weather Station,7.39
12002,63rd Street Weather Station,1.4
12003,Foster Weather Station,1.5
12004,63rd Street Weather Station,2.7
12005,Oak Street Weather Station,3.8
12006,Foster Weather Station,1.5
12007,63rd Street Weather Station,2.1
12008,Oak Street Weather Station,5.3
12009,Foster Weather Station,2.89
12010,63rd Street Weather Station,6.5
12011,Oak Street Weather Station,6.7
12012,Foster Weather Station,5.89
12013,63rd Street Weather Station,2.0
12014,Oak Street Weather Station,2.2
12015,Foster Weather Station,1.78
12016,63rd Street Weather Station,6.5
12017,Oak Street Weather Station,6.8
12018,Foster Weather Station,5.67
12019,63rd Street Weather Station,5.9
12020,Oak Street Weather Station,5.9
12021,Foster Weather Station,5.28
12022,63rd Street Weather Station,4.4
12023,Oak Street Weather Station,4.7
12024,Foster Weather Station,3.78
12025,Oak Street Weather Station,6.8
12026,Foster Weather Station,5.78
12027,63rd Street Weather Station,6.4
12028,Oak Street Weather Station,6.7
12029,Foster Weather Station,6.0
12030,63rd Street Weather Station,4.7
12031,Oak Street Weather Station,6.6
12032,Foster Weather Station,5.5
12033,63rd Street Weather Station,4.9
12034,Oak Street Weather Station,5.4
12035,Foster Weather Station,4.39
12036,63rd Street Weather Station,0.4
12037,Oak Street Weather Station,0.8
12038,Foster Weather Station,-0.39
12039,63rd Street Weather Station,2.4
12040,Oak Street Weather Station,2.9
12041,Foster Weather Station,1.89
12042,63rd Street Weather Station,1.8
12043,Foster Weather Station,0.56
12044,Oak Street Weather Station,2.2
12045,63rd Street Weather Station,8.7
12046,Oak Street Weather Station,9.1
12047,Foster Weather Station,8.17
12048,63rd Street Weather Station,2.0
12049,Oak Street Weather Station,4.2
12050,Foster Weather Station,1.67
12051,63rd Street Weather Station,2.0
12052,Oak Street Weather Station,5.3
12053,Oak Street Weather Station,5.2
12054,Foster Weather Station,4.17
12055,63rd Street Weather Station,4.3
12056,Oak Street Weather Station,5.1
12057,Foster Weather Station,3.89
12058,63rd Street Weather Station,0.9
12059,Oak Street Weather Station,1.2
12060,Foster Weather Station,0.28
12061,63rd Street Weather Station,0.9
12062,Oak Street Weather Station,1.0
12063,Foster Weather Station,0.0
12064,63rd Street Weather Station,3.7
12065,Oak Street Weather Station,4.4
12066,Foster Weather Station,3.28
12067,63rd Street Weather Station,2.0
12068,Oak Street Weather Station,2.5
12069,Foster Weather Station,1.0
12070,63rd Street Weather Station,2.5
12071,Oak Street Weather Station,2.2
12072,Foster Weather Station,1.5
12073,63rd Street Weather Station,1.9
12074,Oak Street Weather Station,2.4
12075,Foster Weather Station,1.06
12076,63rd Street Weather Station,1.6
12077,Foster Weather Station,0.56
